par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,kid_count_g_m,inventor_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,kid_count_g_f,inventor_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f
34805,Alamosa,Colorado,CO,3148,0.0012706,0.0003177,0,0,0,0.0003177,0.0003177,0.0003177,1605,0.0012461,0.0006231,0,0,0,0,0,0.0006231,1543,0.0012962,0,0,0,0,0.0006481,0.0006481,0
34901,Albuquerque,New Mexico,NM,43774,0.0024215,0.0002284,0.000594,0.0004797,0.0005026,0.0002056,0.0002741,0.0001371,21831,0.0037561,0.0002748,0.0010077,0.0004581,0.0009161,0.0003665,0.0005497,0.0001832,21943,0.0010937,0.0001823,0.0001823,0.0005013,0.0000911,0.0000456,0,0.0000911
34902,Socorro,New Mexico,NM,1152,0.0017361,0,0,0.0008681,0,0,0.0008681,0,607,0.0032949,0,0,0.0016474,0,0,0.0016474,0,545,0,0,0,0,0,0,0,0
35001,Phoenix,Arizona,AZ,159153,0.0020609,0.0001382,0.0006597,0.0003896,0.000245,0.0001759,0.0003204,0.0001319,80135,0.0033069,0.0002121,0.0012229,0.0004742,0.0003993,0.0002745,0.0005491,0.0001747,79012,0.0007973,0.0000633,0.0000886,0.0003038,0.0000886,0.0000759,0.0000886,0.0000886
35002,Safford,Arizona,AZ,2826,0.0010616,0.0003539,0,0.0003539,0,0,0.0003539,0,1427,0.0014015,0.0007008,0,0,0,0,0.0007008,0,1399,0.0007148,0,0,0.0007148,0,0,0,0
35100,Tucson,Arizona,AZ,51234,0.0025764,0.0001952,0.0012492,0.0003318,0.0003318,0.0002733,0.0000976,0.0000976,25903,0.0041694,0.0003088,0.0020075,0.0006177,0.0005019,0.0005405,0.0000772,0.0001158,25330,0.0009475,0.000079,0.0004737,0.0000395,0.0001579,0,0.0001184,0.000079
35201,Grand Junction,Colorado,CO,11666,0.0024001,0.0000857,0.0008572,0.0003429,0.0002572,0.0003429,0.0003429,0.0001714,5968,0.004189,0.0001676,0.001508,0.0005027,0.0005027,0.0005027,0.0006702,0.0003351,5695,0.0005268,0,0.0001756,0.0001756,0,0.0001756,0,0
35202,Gunnison,Colorado,CO,635,0.0015748,0.0015748,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,318,0.0031447,0.0031447,0,0,0,0,0,0
35300,Farmington,New Mexico,NM,13070,0.0020658,0.0000765,0.0008416,0.0003826,0.0003826,0.0000765,0.0002295,0.0000765,6569,0.003958,0.0001522,0.0016745,0.0007612,0.0007612,0.0001522,0.0003045,0.0001522,6500,0.0001538,0,0,0,0,0,0.0001538,0
35401,Flagstaff,Arizona,AZ,16080,0.0021766,0.0001244,0.0004975,0.0004353,0.0001866,0.0005597,0.0003109,0.0000622,8177,0.0034242,0.0002446,0.0009784,0.0007338,0.0002446,0.0007338,0.0003669,0.0001223,7895,0.0008866,0,0,0.0001267,0.0001267,0.00038,0.0002533,0
35402,Cortez,Colorado,CO,2597,0.0011552,0,0.0003851,0,0.0003851,0,0.0003851,0,1309,0.0015279,0,0.0007639,0,0.0007639,0,0,0,1288,0.0007764,0,0,0,0,0,0.0007764,0
35500,Gallup,Arizona,AZ,20618,0.000485,0.0000485,0.000194,0,0.0000485,0.000097,0.0000485,0.0000485,10252,0.0009754,0.0000975,0.0003902,0,0.0000975,0.0001951,0.0000975,0.0000975,10366,0,0,0,0,0,0,0,0
35600,Hilo,Hawaii,HI,8629,0.0015065,0.0001159,0.0003477,0.0001159,0.0006953,0.0001159,0.0001159,0,4355,0.0025258,0,0.0006889,0.0002296,0.0013777,0.0002296,0,0,4274,0.0004679,0.000234,0,0,0,0,0.000234,0
35701,Twin Falls,Idaho,ID,8341,0.002158,0,0.0005994,0.0002398,0.0003597,0.0004796,0.0003597,0.0001199,4285,0.0039673,0,0.0011669,0.0004667,0.0007001,0.0009335,0.0004667,0.0002334,4055,0.0002466,0,0,0,0,0,0.0002466,0
35702,Burley,Idaho,ID,3735,0.0013387,0,0.0008032,0,0,0.0005355,0,0,1863,0.0026838,0,0.0016103,0,0,0.0010735,0,0,1872,0,0,0,0,0,0,0,0
35801,Boise City,Idaho,ID,30711,0.0025072,0.0001628,0.0006838,0.0003907,0.0003582,0.0003582,0.0004884,0.0000651,15561,0.0042414,0.0001928,0.001221,0.0005141,0.0007069,0.0007069,0.0008354,0.0000643,15149,0.0007261,0.000132,0.000132,0.000264,0,0,0.000132,0.000066
35802,Ontario,Oregon,OR,4020,0.0014925,0.0002488,0.0007463,0,0.0002488,0,0,0.0002488,1989,0.0025138,0.0005028,0.0010055,0,0.0005028,0,0,0.0005028,2031,0.0004924,0,0.0004924,0,0,0,0,0
35803,McCall,Idaho,ID,950,0.0031579,0,0.0010526,0,0,0.0021053,0,0,490,0.0061224,0,0.0020408,0,0,0.0040816,0,0,460,0,0,0,0,0,0,0,0
35901,St. George,Utah,UT,9069,0.0031977,0.0002205,0.0006616,0.0003308,0.0001103,0.0008821,0.0008821,0.0001103,4648,0.0049484,0.0002151,0.0010757,0.0002151,0.0002151,0.0017212,0.0012909,0.0002151,4421,0.0013572,0.0002262,0.0002262,0.0004524,0,0,0.0004524,0
35902,Price,Utah,UT,5054,0.0027701,0,0.0005936,0.0005936,0.0001979,0.0009893,0.0003957,0,2551,0.004312,0,0.000392,0.000784,0.000392,0.00196,0.000784,0,2502,0.001199,0,0.0007994,0.0003997,0,0,0,0
35903,Moab,Utah,UT,600,0.005,0,0,0,0.0016667,0,0.0033333,0,293,0.0102389,0,0,0,0.003413,0,0.0068259,0,307,0,0,0,0,0,0,0,0
35904,Richfield,Utah,UT,2287,0.0008745,0,0.0008745,0,0,0,0,0,1147,0.0017437,0,0.0017437,0,0,0,0,0,1140,0,0,0,0,0,0,0,0
35905,Loa,Utah,UT,,,,,,,,,,,,,,,,,,,,,,,,,,,
36000,Provo,Utah,UT,28249,0.0039647,0.0002478,0.0011682,0.0002832,0.0004956,0.0006018,0.001062,0.0001062,14443,0.0065083,0.000277,0.0022156,0.0003462,0.0008309,0.0009001,0.0018002,0.0001385,13802,0.0013042,0.0002174,0.0000725,0.0002174,0.0001449,0.0002898,0.0002898,0.0000725
36100,Salt Lake City,Utah,UT,109361,0.0028255,0.0002012,0.0007955,0.0005486,0.0003109,0.0003383,0.0004389,0.000192,55577,0.0048581,0.0003599,0.0014035,0.0009176,0.0005218,0.0006298,0.0007377,0.0002879,53768,0.0007253,0.0000372,0.0001674,0.0001674,0.000093,0.0000372,0.0001302,0.000093
36200,Logan,Utah,UT,12438,0.0032963,0.0002412,0.0006432,0.0009648,0.0001608,0.000402,0.0008844,0,6327,0.006006,0.0004742,0.0012644,0.0017386,0.0003161,0.0007903,0.0014225,0,6110,0.000491,0,0,0.0001637,0,0,0.0003273,0
36301,Pocatello,Idaho,ID,22609,0.0026538,0.0001327,0.000575,0.0007519,0.0002212,0.0003096,0.0005308,0.0001327,11623,0.0044739,0.0002581,0.0010324,0.0010324,0.0004302,0.0006023,0.0009464,0.0001721,10984,0.0007283,0,0.000091,0.0004552,0,0,0.000091,0.000091
36302,Salmon,Idaho,ID,843,0.0011862,0,0,0,0,0,0,0.0011862,427,0,0,0,0,0,0,0,0,416,0.0024038,0,0,0,0,0,0,0.0024038
36303,Jackson,Wyoming,WY,1238,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0
36401,Steamboat Springs,Colorado,CO,2766,0.0032538,0.0003615,0,0.0003615,0.0007231,0.0003615,0.0014461,0,1425,0.0049123,0.0007018,0,0.0007018,0.0007018,0.0007018,0.0021053,0,1341,0.0014914,0,0,0,0.0007457,0,0.0007457,0
36402,Vernal,Utah,UT,3852,0.0020768,0,0,0,0.0005192,0,0.001298,0.0002596,1945,0.0025707,0,0,0,0.0010283,0,0.0015424,0,1907,0.0015732,0,0,0,0,0,0.0010488,0.0005244
36403,Soda Springs,Idaho,ID,1375,0.0007273,0,0.0007273,0,0,0,0,0,698,0.0014327,0,0.0014327,0,0,0,0,0,677,0,0,0,0,0,0,0,0
36404,Rock Springs,Wyoming,WY,7976,0.0015045,0.0003761,0.0002508,0.0001254,0.0002508,0.0001254,0.0003761,0,4071,0.0022108,0.0007369,0.0004913,0,0,0.0002456,0.0007369,0,3904,0.0007684,0,0,0.0002561,0.0005123,0,0,0
36501,Klamath Falls,California,CA,9248,0.0019464,0.0002163,0.0004325,0.0001081,0.0003244,0.0004325,0.0003244,0.0001081,4656,0.0036512,0.0002148,0.0008591,0.0002148,0.0006443,0.0008591,0.0006443,0.0002148,4589,0.0002179,0.0002179,0,0,0,0,0,0
36502,Burns,Oregon,OR,502,0,0,0,0,0,0,0,0,,,,,,,,,,261,0,0,0,0,0,0,0,0
36503,Lakeview,Oregon,OR,562,0.0017794,0,0,0,0,0,0.0017794,0,277,0.0036101,0,0,0,0,0,0.0036101,0,285,0,0,0,0,0,0,0,0
36600,Redding,California,CA,13328,0.0016507,0,0.0006753,0.0004502,0.000075,0.000075,0.0003752,0,6710,0.0028316,0,0.0013413,0.0007452,0.000149,0,0.0005961,0,6618,0.0004533,0,0,0.0001511,0,0.0001511,0.0001511,0
36700,Eureka,California,CA,7876,0.0010157,0.000127,0.0002539,0.000127,0.0003809,0,0.000127,0,4026,0.0014903,0,0.0004968,0,0.0007452,0,0.0002484,0,3850,0.0005195,0.0002597,0,0.0002597,0,0,0,0
36800,Medford,Oregon,OR,14858,0.0022883,0.0001346,0.0008076,0.0002692,0.0001346,0.0001346,0.0002019,0.0006057,7545,0.0037111,0.0002651,0.0014579,0.0003976,0.0001325,0.0002651,0.0002651,0.0009278,7310,0.0008208,0,0.0001368,0.0001368,0.0001368,0,0.0001368,0.0002736
36901,Crescent City,California,CA,2793,0.0014322,0,0.000358,0.000358,0,0.000358,0.000358,0,1418,0.0021157,0,0.0007052,0.0007052,0,0.0007052,0,0,1375,0.0007273,0,0,0,0,0,0.0007273,0
36902,Roseburg,Oregon,OR,10450,0.0011483,0,0.0001914,0.0000957,0.0004785,0.0000957,0.0001914,0.0000957,5238,0.002291,0,0.0003818,0.0001909,0.0009546,0.0001909,0.0003818,0.0001909,5206,0,0,0,0,0,0,0,0
37000,Modesto,California,CA,42789,0.0008413,0,0.0003038,0.0001169,0.0001402,0.0000701,0.0001402,0.0000701,21441,0.0009328,0,0.0004198,0.0001399,0.0000933,0.0001399,0.0000466,0.0000933,21347,0.0007495,0,0.0001874,0.0000937,0.0001874,0,0.0002342,0.0000468
37100,Bakersfield,California,CA,39992,0.0011002,0.00015,0.0003001,0.000125,0.00005,0.0001,0.0003251,0.00005,20017,0.0019483,0.0002997,0.0005495,0.0002498,0.0000999,0.0001998,0.0005495,0,19972,0.0002504,0,0.0000501,0,0,0,0.0001001,0.0001001
37200,Fresno,California,CA,81717,0.0009056,0.0000489,0.0003916,0.0001224,0.0000489,0.0000489,0.0001713,0.0000734,41117,0.0016295,0.0000973,0.0007296,0.0001702,0.0000973,0.0000973,0.0003162,0.0001216,40596,0.0001724,0,0.0000493,0.0000739,0,0,0.0000246,0.0000246
37300,Chico,California,CA,21672,0.0010613,0.0001384,0.0002307,0.0002769,0.0000923,0.0001384,0.0000923,0.0000923,10870,0.0015639,0.000184,0.000276,0.000368,0.000092,0.000276,0.000184,0.000184,10800,0.0005556,0.0000926,0.0001852,0.0001852,0.0000926,0,0,0
37400,Sacramento,California,CA,135552,0.0020361,0.0001771,0.0006861,0.0003467,0.0002877,0.0001623,0.0002508,0.0001254,68356,0.0033355,0.0002341,0.0011557,0.0005559,0.0005559,0.0002926,0.000395,0.0001463,67192,0.0007144,0.0001191,0.0002084,0.0001339,0.0000149,0.0000298,0.0001042,0.0001042
37500,San Jose,California,CA,111759,0.0055477,0.0002953,0.0026486,0.0009395,0.0007158,0.0003221,0.0004384,0.0001879,55965,0.0087019,0.0004646,0.0043956,0.0011793,0.0011436,0.0005539,0.000679,0.0002859,55788,0.002384,0.0001255,0.0008963,0.0006991,0.0002868,0.0000896,0.0001972,0.0000896
37601,Elko,Nevada,NV,4844,0.0008258,0,0.0004129,0.0002064,0,0,0.0002064,0,2493,0.0012034,0,0.0004011,0.0004011,0,0,0.0004011,0,2351,0.0004254,0,0.0004254,0,0,0,0,0
37602,Winnemucca,Nevada,NV,1605,0.0024922,0,0.0006231,0.0006231,0,0.0006231,0,0.0006231,812,0.0049261,0,0.0012315,0.0012315,0,0.0012315,0,0.0012315,793,0,0,0,0,0,0,0,0
37603,Portola,California,CA,1435,0.0027875,0.0006969,0,0.0006969,0,0.0006969,0.0006969,0,716,0.0041899,0.0013966,0,0,0,0.0013966,0.0013966,0,719,0.0013908,0,0,0.0013908,0,0,0,0
37604,Reno,Nevada,NV,22901,0.0020523,0.0001747,0.0006987,0.0001747,0.000262,0.0000873,0.0005677,0.0000873,11489,0.0035686,0.0002611,0.0013926,0.0001741,0.0005222,0.0001741,0.0008704,0.0001741,11411,0.0005258,0.0000876,0,0.0001753,0,0,0.0002629,0
37700,Santa Rosa,California,CA,31932,0.0028498,0.0002192,0.0007203,0.000689,0.0003758,0.0003132,0.0003132,0.0002192,16075,0.0051633,0.0004355,0.0013686,0.0011198,0.0007465,0.0006221,0.0004977,0.0003733,15840,0.0005051,0,0.0000631,0.0002525,0,0,0.0001263,0.0000631
37800,San Francisco,California,CA,201390,0.0039078,0.0002234,0.0016386,0.0006753,0.0004419,0.0002234,0.0004668,0.0002383,100849,0.0064651,0.0003173,0.0028062,0.0010015,0.0007933,0.0004264,0.0007437,0.0003768,100526,0.0013429,0.0001293,0.0004675,0.0003482,0.0000895,0.0000199,0.000189,0.0000995
37901,Las Vegas,Nevada,NV,65855,0.0013211,0.0000607,0.0004404,0.0001822,0.0000911,0.0001063,0.0003493,0.0000911,33014,0.0022112,0.0001212,0.0007573,0.0002423,0.0001515,0.0001817,0.0006361,0.0001212,32828,0.0004265,0,0.0001218,0.0001218,0.0000305,0.0000305,0.0000609,0.0000609
37902,Reno,Nevada,NV,342,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
37903,Mammoth Lakes,California,CA,1735,0.0005764,0,0,0,0.0005764,0,0,0,863,0.0011587,0,0,0,0.0011587,0,0,0,871,0,0,0,0,0,0,0,0
38000,San Diego,California,CA,130708,0.0028996,0.0002066,0.001094,0.0005585,0.0003443,0.0001683,0.0003902,0.0001377,65822,0.0046185,0.0003342,0.0018687,0.0007444,0.0006229,0.0002887,0.0005621,0.0001975,64827,0.0011569,0.0000771,0.0003085,0.0003702,0.0000617,0.0000463,0.000216,0.0000771
38100,Yuma,California,CA,17562,0.0009111,0,0.0000569,0.0001708,0.0002278,0.0002278,0.0001708,0.0000569,8829,0.0015857,0,0.0001133,0.0002265,0.0003398,0.0004531,0.0003398,0.0001133,8733,0.000229,0,0,0.0001145,0.0001145,0,0,0
38200,Santa Barbara,California,CA,30464,0.0026917,0.0000985,0.0008863,0.0005252,0.0002954,0.0003283,0.0002626,0.0002954,15259,0.0045875,0.0001311,0.0015728,0.0007209,0.0005243,0.0006554,0.0004587,0.0005243,15201,0.0007894,0.0000658,0.0001974,0.0003289,0.0000658,0,0.0000658,0.0000658
38300,Los Angeles,California,CA,749352,0.0019737,0.0001415,0.0006552,0.0002976,0.0002455,0.0001721,0.0002802,0.0001815,374382,0.0031545,0.0001896,0.0011486,0.0003873,0.000414,0.0003045,0.0004407,0.0002698,374883,0.0007922,0.0000934,0.00016,0.0002081,0.0000774,0.00004,0.00012,0.0000934
38401,Lewiston,Idaho,ID,5880,0.0022109,0.0001701,0.0003401,0.0001701,0.0005102,0,0.0008503,0.0001701,2965,0.0040472,0.0003373,0.0006745,0.0003373,0.0010118,0,0.0016863,0,2913,0.0003433,0,0,0,0,0,0,0.0003433
38402,Pullman,Washington,WA,3714,0.0037695,0.0002693,0.0008078,0.0005385,0.0008078,0.0002693,0.001077,0,1823,0.0065826,0.0005485,0.0010971,0.0010971,0.0016456,0.0005485,0.0016456,0,1891,0.0010576,0,0.0005288,0,0,0,0.0005288,0
38501,Moses Lake,Washington,WA,5945,0.0015139,0.0001682,0.0006728,0.0001682,0.0003364,0.0001682,0,0,3053,0.0026204,0.0003275,0.0013102,0.0003275,0.0006551,0,0,0,2892,0.0003458,0,0,0,0,0.0003458,0,0
38502,Wenatchee,Washington,WA,6253,0.0022389,0,0.0007996,0,0.0003198,0,0.0011195,0,3216,0.0040423,0,0.0015547,0,0.0006219,0,0.0018657,0,3037,0.0003293,0,0,0,0,0,0.0003293,0
38601,Spokane,Washington,WA,39121,0.002684,0.0001278,0.0009713,0.0002812,0.0003323,0.0002045,0.0005112,0.0002556,19964,0.0045582,0.0002004,0.0018032,0.0004508,0.0006011,0.0003506,0.0008014,0.0003506,19156,0.0007308,0.0000522,0.0001044,0.0001044,0.0000522,0.0000522,0.0002088,0.0001566
38602,Colville,Washington,WA,5845,0.0017109,0,0.0010265,0,0,0.0005133,0.0001711,0,2962,0.0027009,0,0.0013504,0,0,0.0010128,0.0003376,0,2883,0.0006937,0,0.0006937,0,0,0,0,0
38700,Longview,Washington,WA,14174,0.002046,0.0000706,0.0005644,0.0001411,0.0002117,0.0004939,0.0002822,0.0002822,7155,0.0027952,0,0.0008386,0.0001398,0.0001398,0.0008386,0.000559,0.0002795,7019,0.0012822,0.0001425,0.0002849,0.0001425,0.0002849,0.0001425,0,0.0002849
38801,Portland,Oregon,OR,102040,0.003185,0.000196,0.0011368,0.000294,0.0004116,0.000392,0.0005194,0.0002352,51567,0.0051777,0.0002327,0.0019392,0.0004072,0.0007563,0.0006012,0.0009114,0.0003297,50469,0.0011492,0.0001585,0.000317,0.0001783,0.0000594,0.0001783,0.0001189,0.0001387
38802,The Dalles,Oregon,OR,4226,0.001893,0,0.0002366,0.0002366,0.0007099,0,0.0002366,0.0004733,2151,0.0032543,0,0.0004649,0.0004649,0.0009298,0,0.0004649,0.0009298,2075,0.0004819,0,0,0,0.0004819,0,0,0
38901,Eugene,Oregon,OR,55324,0.0024402,0.0003254,0.0008134,0.0001988,0.0003615,0.0002531,0.0003254,0.0001627,28036,0.0041732,0.000535,0.0014981,0.0002497,0.0006064,0.0004637,0.0005707,0.0002497,27268,0.0006601,0.00011,0.00011,0.0001467,0.00011,0.0000367,0.0000733,0.0000733
38902,Newport,Oregon,OR,4123,0.0016978,0,0.0004851,0.0002425,0,0.0002425,0.0004851,0.0002425,2084,0.0033589,0,0.0009597,0.0004798,0,0.0004798,0.0009597,0.0004798,2037,0,0,0,0,0,0,0,0
39000,Yakima,Washington,WA,15754,0.0014599,0.0000635,0.0005078,0.0000635,0.0003174,0.0002539,0.000127,0.000127,7912,0.002275,0.0001264,0.0007583,0.0001264,0.0003792,0.0005056,0.0002528,0.0001264,7842,0.0006376,0,0.000255,0,0.000255,0,0,0.0001275
39100,Kennewick,Washington,WA,22039,0.0024048,0.0001815,0.0008621,0.000363,0.0002722,0.0002722,0.0002269,0.0002269,11132,0.0040424,0.0002695,0.0015271,0.000539,0.000539,0.0004492,0.0003593,0.0003593,10904,0.0007337,0.0000917,0.0001834,0.0001834,0,0.0000917,0.0000917,0.0000917
39201,La Grande,Oregon,OR,2950,0.0013559,0.000339,0.000339,0,0,0,0.000678,0,1531,0.0019595,0.0006532,0,0,0,0,0.0013063,0,1419,0.0007047,0,0.0007047,0,0,0,0,0
39202,Enterprise,Oregon,OR,561,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0
39203,Bend,Oregon,OR,8988,0.003004,0.0001113,0.000445,0.000445,0.0006676,0.0006676,0.0005563,0.0001113,4586,0.0054514,0.0002181,0.0008722,0.0008722,0.0010903,0.0010903,0.0010903,0.0002181,4398,0.0004548,0,0,0,0.0002274,0.0002274,0,0
39204,Condon,Oregon,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,
39205,John Day,Oregon,OR,589,0.0016978,0,0.0016978,0,0,0,0,0,288,0.0034722,0,0.0034722,0,0,0,0,0,301,0,0,0,0,0,0,0,0
39301,Friday Harbor,Washington,WA,670,0.0014925,0,0.0014925,0,0,0,0,0,334,0.002994,0,0.002994,0,0,0,0,0,336,0,0,0,0,0,0,0,0
39302,Bellingham,Washington,WA,9141,0.0025161,0,0.0007658,0,0.0003282,0.0001094,0.0006564,0.0006564,4589,0.0037045,0,0.0010896,0,0.0004358,0.0002179,0.0010896,0.0008716,4552,0.0013181,0,0.0004394,0,0.0002197,0,0.0002197,0.0004394
39303,Port Angeles,Washington,WA,5248,0.0017149,0,0.0011433,0.0001905,0.0001905,0,0,0.0001905,2709,0.002584,0,0.0018457,0,0.0003691,0,0,0.0003691,2538,0.000788,0,0.000394,0.000394,0,0,0,0
39400,Seattle,Washington,WA,210549,0.0031109,0.0001757,0.0015008,0.0003895,0.0002185,0.0002517,0.0003515,0.0002232,106168,0.0051899,0.0002637,0.0026562,0.0005275,0.0003768,0.0004521,0.0005557,0.0003579,104359,0.0009966,0.0000862,0.0003258,0.0002491,0.0000575,0.0000479,0.0001437,0.0000862
